ID,G3E_FID,CD_SSDW,DEVICE_TYPE,CD_SSXL,NODE1_ID,NODE2_ID
8679,18982521,望牛墩供电分局,10kV开关,万江F10广场线,9995652,9995400
8680,19876498,望牛墩供电分局,站房引线,万江F10广场线,10539248,10539256
8681,19876499,望牛墩供电分局,站房引线,万江F10广场线,10539256,10539250
8676,18982518,望牛墩供电分局,10kV开关,万江F10广场线,9995397,9995633
8677,18982519,望牛墩供电分局,10kV开关,万江F10广场线,9995639,9995398
8678,18982520,望牛墩供电分局,10kV开关,万江F10广场线,9995645,9995399
8691,18980353,望牛墩供电分局,站房母线,万江F10广场线,9994275,9994275
8692,18980354,望牛墩供电分局,10kV开关,万江F10广场线,9993851,9997863
8693,18980356,望牛墩供电分局,10kV开关,万江F10广场线,9994283,9993852
8688,18980175,望牛墩供电分局,站房引线,万江F10广场线,9993637,9993677
8689,18982522,望牛墩供电分局,站房电缆头,万江F10广场线,9995398,10571310
8690,18982523,望牛墩供电分局,站房电缆头,万江F10广场线,10003284,9995397
8657,18976197,望牛墩供电分局,站房接地刀闸,万江F10广场线,9991777,0
8658,18976198,望牛墩供电分局,站房接地刀闸,万江F10广场线,9991778,0
8659,18976186,望牛墩供电分局,站房母线,万江F10广场线,9992708,9992708
8654,18976194,望牛墩供电分局,站房电缆头,万江F10广场线,9991778,9991781
8655,18976195,望牛墩供电分局,站房接地刀闸,万江F10广场线,9991775,0
8656,18976196,望牛墩供电分局,站房接地刀闸,万江F10广场线,9991776,0
8663,18976190,望牛墩供电分局,10kV开关,万江F10广场线,9992732,9991778
8664,18976191,望牛墩供电分局,站房电缆头,万江F10广场线,9991776,9991779
8675,18982517,望牛墩供电分局,站房母线,万江F10广场线,9995635,9995635
8660,18976187,望牛墩供电分局,10kV开关,万江F10广场线,9991775,9992703
8661,18976188,望牛墩供电分局,10kV开关,万江F10广场线,9992716,9991776
8662,18976189,望牛墩供电分局,10kV开关,万江F10广场线,9992723,9991777
8694,18980357,望牛墩供电分局,10kV开关,万江F10广场线,9994295,9993853
8721,18982528,望牛墩供电分局,站房接地刀闸,万江F10广场线,9995399,0
2735,11987636,望牛墩供电分局,10kV导线,万江F10广场线,7883277,8148278
8722,18982409,望牛墩供电分局,站房引线,万江F10广场线,9995272,9995289
8712,18982107,望牛墩供电分局,站房接地刀闸,万江F10广场线,9994651,0
8713,18982108,望牛墩供电分局,站房接地刀闸,万江F10广场线,9994652,0
8714,18982527,望牛墩供电分局,站房接地刀闸,万江F10广场线,9995398,0
8738,18982529,望牛墩供电分局,站房接地刀闸,万江F10广场线,9995400,0
8750,18984813,望牛墩供电分局,站房母线,万江F10广场线,9999087,9999087
8751,18984814,望牛墩供电分局,10kV开关,万江F10广场线,9998506,9999083
8723,18982410,望牛墩供电分局,站房引线,万江F10广场线,9995289,9995303
8724,18982412,望牛墩供电分局,站房引线,万江F10广场线,9995289,9995310
8725,18982416,望牛墩供电分局,站房引线,万江F10广场线,9995289,9995322
8698,18980361,望牛墩供电分局,站房电缆头,万江F10广场线,9993853,9993856
8699,18980362,望牛墩供电分局,站房电缆头,万江F10广场线,9993854,9993857
8700,18980363,望牛墩供电分局,站房接地刀闸,万江F10广场线,9993851,0
8695,18980358,望牛墩供电分局,10kV开关,万江F10广场线,9994383,9993854
8696,18980359,望牛墩供电分局,站房电缆头,万江F10广场线,9993852,11476688
8697,18980360,望牛墩供电分局,站房电缆头,万江F10广场线,9994265,9993851
8708,18982524,望牛墩供电分局,站房电缆头,万江F10广场线,9995399,0
8709,18982525,望牛墩供电分局,站房电缆头,万江F10广场线,9995400,9995403
8710,18982526,望牛墩供电分局,站房接地刀闸,万江F10广场线,9995397,0
8701,18980364,望牛墩供电分局,站房接地刀闸,万江F10广场线,9993852,0
8702,18980365,望牛墩供电分局,站房接地刀闸,万江F10广场线,9993853,0
8703,18980366,望牛墩供电分局,站房接地刀闸,万江F10广场线,9993854,0
2835,11974748,望牛墩供电分局,10kV开关,万江F10广场线,8224333,8615159
8511,18984259,望牛墩供电分局,10kV开关,万江F10广场线,9998280,9997502
8512,18984260,望牛墩供电分局,10kV开关,万江F10广场线,9998300,9997503
8509,18984257,望牛墩供电分局,10kV开关,万江F10广场线,9997500,9998252
8510,18984258,望牛墩供电分局,10kV开关,万江F10广场线,9998271,9997501
2836,11974791,望牛墩供电分局,10kV开关,万江F10广场线,8224364,8619651
8516,18984264,望牛墩供电分局,站房电缆头,万江F10广场线,9997503,9997506
8517,18984265,望牛墩供电分局,站房接地刀闸,万江F10广场线,9997500,0
246,30304867,望牛墩供电分局,站房引线,万江F10广场线,11476692,11530415
8513,18984261,望牛墩供电分局,站房电缆头,万江F10广场线,9997501,9997504
8514,18984262,望牛墩供电分局,站房电缆头,万江F10广场线,10002130,9997500
8515,18984263,望牛墩供电分局,站房电缆头,万江F10广场线,9997502,0
8314,18984385,望牛墩供电分局,站房引线,万江F10广场线,9998259,9998271
8315,18984387,望牛墩供电分局,站房引线,万江F10广场线,9998259,9998280
8316,18984389,望牛墩供电分局,站房引线,万江F10广场线,9998259,9998300
7772,16490846,望牛墩供电分局,站房引线,万江F10广场线,8979279,9146178
11586,25479106,望牛墩供电分局,10kV电缆,万江F10广场线,11458988,11458985
8313,18984384,望牛墩供电分局,站房引线,万江F10广场线,9998252,9998259
8479,18982593,望牛墩供电分局,站房引线,万江F10广场线,9995633,9995635
8480,18982595,望牛墩供电分局,站房引线,万江F10广场线,9995635,9995639
8508,18984256,望牛墩供电分局,站房母线,万江F10广场线,9998259,9998259
8381,18988120,望牛墩供电分局,10kV导线,万江F10广场线,10001927,0
11592,25479108,望牛墩供电分局,10kV电缆,万江F10广场线,11335562,11335403
11593,25479109,望牛墩供电分局,10kV电缆,万江F10广场线,11335412,11335408
8585,18989157,望牛墩供电分局,10kV电缆,万江F10广场线,9997506,10002431
8645,18975116,望牛墩供电分局,站房电缆头,万江F10广场线,9990201,9990204
8646,18975117,望牛墩供电分局,站房接地刀闸,万江F10广场线,9990198,0
8647,18975118,望牛墩供电分局,站房接地刀闸,万江F10广场线,9990199,0
8642,18975113,望牛墩供电分局,站房电缆头,万江F10广场线,9990199,0
8643,18975114,望牛墩供电分局,站房电缆头,万江F10广场线,10003441,9990198
8644,18975115,望牛墩供电分局,站房电缆头,万江F10广场线,9999980,9990203
8651,18976040,望牛墩供电分局,站房引线,万江F10广场线,9991585,9991630
8652,18976192,望牛墩供电分局,站房电缆头,万江F10广场线,10000248,9991775
8653,18976193,望牛墩供电分局,站房电缆头,万江F10广场线,9991777,0
8648,18975119,望牛墩供电分局,站房接地刀闸,万江F10广场线,9999980,0
8649,18975120,望牛墩供电分局,站房接地刀闸,万江F10广场线,9990201,0
8650,18976034,望牛墩供电分局,站房引线,万江F10广场线,9991585,9991615
8629,18977277,望牛墩供电分局,站房引线,万江F10广场线,9992708,9992723
8630,18977281,望牛墩供电分局,站房引线,万江F10广场线,9992708,9992732
8635,18976026,望牛墩供电分局,站房引线,万江F10广场线,9991570,9991585
8586,18989161,望牛墩供电分局,10kV电缆,万江F10广场线,9998510,10002575
8627,18977268,望牛墩供电分局,站房引线,万江F10广场线,9992703,9992708
8628,18977275,望牛墩供电分局,站房引线,万江F10广场线,9992708,9992716
8639,18975110,望牛墩供电分局,10kV开关,万江F10广场线,9991590,9990199
8640,18975111,望牛墩供电分局,10kV开关,万江F10广场线,9991615,9999980
8641,18975112,望牛墩供电分局,10kV开关,万江F10广场线,9991630,9990201
8636,18976033,望牛墩供电分局,站房引线,万江F10广场线,9991585,9991590
8637,18975108,望牛墩供电分局,站房母线,万江F10广场线,9991585,9991585
8638,18975109,望牛墩供电分局,10kV开关,万江F10广场线,9990198,9991570
8752,18984815,望牛墩供电分局,10kV开关,万江F10广场线,9999090,9998507
12193,30303710,望牛墩供电分局,10kV电缆,万江F10广场线,11476688,11476689
9685,19876443,望牛墩供电分局,站房电缆头,万江F10广场线,10539257,0
9686,19876438,望牛墩供电分局,站房母线,万江F10广场线,10539256,10539256
12196,30303717,望牛墩供电分局,10kV开关,万江F10广场线,11530415,11530416
12195,30303716,望牛墩供电分局,站房电缆头,万江F10广场线,11530412,11476696
12194,30303715,望牛墩供电分局,站房接地刀闸,万江F10广场线,11530412,0
12190,30303707,望牛墩供电分局,站房接地刀闸,万江F10广场线,11476701,0
12189,30303706,望牛墩供电分局,变压器,万江F10广场线,11476706,0
12188,30303705,望牛墩供电分局,计量柜,万江F10广场线,11476698,11476720
9687,19876439,望牛墩供电分局,10kV开关,万江F10广场线,10538874,10539248
12192,30303709,望牛墩供电分局,10kV开关,万江F10广场线,11476717,11476701
12191,30303708,望牛墩供电分局,站房电缆头,万江F10广场线,11476701,11476704
5168,11974488,望牛墩供电分局,变压器,万江F10广场线,8619651,9342638
5169,11974688,望牛墩供电分局,变压器,万江F10广场线,8615159,9533817
5184,12610054,望牛墩供电分局,站房电缆头,万江F10广场线,8214902,8224364
11879,25479114,望牛墩供电分局,站房母线,万江F10广场线,11335426,11335426
11878,25479113,望牛墩供电分局,站房母线,万江F10广场线,11335406,11335406
11877,25479111,望牛墩供电分局,站房引线,万江F10广场线,11458986,11335426
5967,18980172,望牛墩供电分局,站房引线,万江F10广场线,9993637,9993661
12198,30303719,望牛墩供电分局,10kV开关,万江F10广场线,11530416,11530412
12197,30303718,望牛墩供电分局,高压表,万江F10广场线,11476690,11476691
5263,12738905,望牛墩供电分局,10kV电缆,万江F10广场线,10571310,8979271
11876,25479110,望牛墩供电分局,站房引线,万江F10广场线,11335406,11335561
2299,11966629,望牛墩供电分局,10kV电缆,万江F10广场线,8148612,7876547
12187,30303704,望牛墩供电分局,站房电缆头,万江F10广场线,11476705,11476706
10466,19877867,望牛墩供电分局,10kV电缆,万江F10广场线,10538880,10539263
12181,30303696,望牛墩供电分局,10kV电缆,万江F10广场线,11476704,11476705
12180,30303695,望牛墩供电分局,10kV电缆,万江F10广场线,11476696,11476697
12184,30303699,望牛墩供电分局,站房母线,万江F10广场线,11476720,11476720
12183,30303698,望牛墩供电分局,站房母线,万江F10广场线,11476692,11476692
12182,30303697,望牛墩供电分局,站房引线,万江F10广场线,11476691,11476692
9896,19876500,望牛墩供电分局,站房引线,万江F10广场线,10539256,10539258
9897,19876501,望牛墩供电分局,站房引线,万江F10广场线,10539256,10539260
9970,19876451,望牛墩供电分局,站房接地刀闸,万江F10广场线,10539261,0
2161,11987455,望牛墩供电分局,10kV开关,万江F10广场线,8148274,7883276
2160,11987454,望牛墩供电分局,10kV开关,万江F10广场线,7883276,7883277
10304,19877808,望牛墩供电分局,10kV电缆,万江F10广场线,9995403,10539247
9689,19876441,望牛墩供电分局,10kV开关,万江F10广场线,10539258,10539259
9690,19876442,望牛墩供电分局,10kV开关,万江F10广场线,10539260,10539261
6425,30304865,望牛墩供电分局,站房引线,万江F10广场线,11476720,11476717
12186,30303703,望牛墩供电分局,站房电缆头,万江F10广场线,11476697,11476698
12185,30303702,望牛墩供电分局,站房电缆头,万江F10广场线,11476689,11476690
9688,19876440,望牛墩供电分局,10kV开关,万江F10广场线,10539250,10539257
9694,19876448,望牛墩供电分局,站房接地刀闸,万江F10广场线,10538874,0
9695,19876449,望牛墩供电分局,站房接地刀闸,万江F10广场线,10539257,0
9696,19876450,望牛墩供电分局,站房接地刀闸,万江F10广场线,10539259,0
9691,19876445,望牛墩供电分局,站房电缆头,万江F10广场线,10539247,10538874
9692,19876446,望牛墩供电分局,站房电缆头,万江F10广场线,10539259,0
9693,19876447,望牛墩供电分局,站房电缆头,万江F10广场线,10539261,10538880
8810,18989175,望牛墩供电分局,10kV导线,万江F10广场线,10002578,10002588
8811,18989246,望牛墩供电分局,10kV电缆,万江F10广场线,9998512,10002992
8812,18989266,望牛墩供电分局,10kV电缆终端头,万江F10广场线,10002992,10002995
8779,18984957,望牛墩供电分局,站房引线,万江F10广场线,9999087,9999095
8780,18984960,望牛墩供电分局,站房引线,万江F10广场线,9999087,9999101
8809,18989172,望牛墩供电分局,10kV电缆终端头,万江F10广场线,10002575,10002578
8963,18986596,望牛墩供电分局,10kV电缆终端头,万江F10广场线,9999974,9999972
8964,18985414,望牛墩供电分局,10kV电缆,万江F10广场线,10003620,10003441
8965,18986838,望牛墩供电分局,10kV电缆,万江F10广场线,9990204,10000248
8813,18982666,望牛墩供电分局,站房接地刀闸,万江F10广场线,9995708,0
8961,18986556,望牛墩供电分局,10kV电缆,万江F10广场线,9990203,9999974
8962,18987694,望牛墩供电分局,10kV电缆终端头,万江F10广场线,10001498,10001497
8756,18984819,望牛墩供电分局,站房电缆头,万江F10广场线,10002431,9998506
8757,18984820,望牛墩供电分局,站房电缆头,万江F10广场线,9998508,9998512
8758,18984821,望牛墩供电分局,站房电缆头,万江F10广场线,9998509,0
8753,18984816,望牛墩供电分局,10kV开关,万江F10广场线,9999095,9998508
8754,18984817,望牛墩供电分局,10kV开关,万江F10广场线,9999101,9998509
8755,18984818,望牛墩供电分局,站房电缆头,万江F10广场线,9998507,9998510
8762,18984825,望牛墩供电分局,站房接地刀闸,万江F10广场线,9998509,0
8763,18984952,望牛墩供电分局,站房引线,万江F10广场线,9999083,9999087
8778,18984954,望牛墩供电分局,站房引线,万江F10广场线,9999087,9999090
8759,18984822,望牛墩供电分局,站房接地刀闸,万江F10广场线,9998506,0
8760,18984823,望牛墩供电分局,站房接地刀闸,万江F10广场线,9998507,0
8761,18984824,望牛墩供电分局,站房接地刀闸,万江F10广场线,9998508,0
8966,18987090,望牛墩供电分局,10kV导线,万江F10广场线,10000490,10000494
11900,25479138,望牛墩供电分局,变压器,万江F10广场线,11335401,0
11890,25479126,望牛墩供电分局,站房接地刀闸,万江F10广场线,11458981,0
11886,25479125,望牛墩供电分局,10kV开关,万江F10广场线,11458983,11458981
9066,18983154,望牛墩供电分局,站房引线,万江F10广场线,9996718,9996727
9067,18983159,望牛墩供电分局,站房引线,万江F10广场线,9996718,9996731
11904,25479140,望牛墩供电分局,高压表,万江F10广场线,11458981,11458982
11882,25479120,望牛墩供电分局,站房电缆头,万江F10广场线,11458982,11335412
11881,25479119,望牛墩供电分局,站房电缆头,万江F10广场线,11335408,11335407
11880,25479117,望牛墩供电分局,站房电缆头,万江F10广场线,11335403,11335401
9422,11984903,望牛墩供电分局,变压器,万江F10广场线,8625129,11007566
11884,25479122,望牛墩供电分局,计量柜,万江F10广场线,11335407,11335406
11883,25479121,望牛墩供电分局,站房电缆头,万江F10广场线,11458985,11458986
8970,18987582,望牛墩供电分局,10kV电缆,万江F10广场线,9991781,10001229
8971,18987637,望牛墩供电分局,10kV电缆,万江F10广场线,9992961,10001498
8972,18988172,望牛墩供电分局,10kV电缆,万江F10广场线,9993857,10002037
8967,18987725,望牛墩供电分局,10kV导线,万江F10广场线,10001497,10001501
8968,18987165,望牛墩供电分局,10kV电缆,万江F10广场线,9991779,10001118
8969,18987839,望牛墩供电分局,10kV电缆,万江F10广场线,9993856,10001722
8976,18988335,望牛墩供电分局,10kV导线,万江F10广场线,10002204,10002202
9064,18983145,望牛墩供电分局,站房引线,万江F10广场线,9996715,9996718
9065,18983149,望牛墩供电分局,站房引线,万江F10广场线,9996718,9997054
8973,18988248,望牛墩供电分局,10kV电缆,万江F10广场线,9994654,10002130
8974,18988295,望牛墩供电分局,10kV电缆,万江F10广场线,9997504,10002203
8975,18988319,望牛墩供电分局,10kV电缆终端头,万江F10广场线,10002203,10002204
7052,18982098,望牛墩供电分局,10kV开关,万江F10广场线,9995303,9994650
7053,18982099,望牛墩供电分局,10kV开关,万江F10广场线,9995310,9994651
7051,18982097,望牛墩供电分局,10kV开关,万江F10广场线,9994649,9995272
7049,18978895,望牛墩供电分局,站房接地刀闸,万江F10广场线,9992960,0
7050,18982096,望牛墩供电分局,站房母线,万江F10广场线,9995289,9995289
7054,18982100,望牛墩供电分局,10kV开关,万江F10广场线,9995322,9994652
7058,18982104,望牛墩供电分局,站房电缆头,万江F10广场线,9994652,9994655
7059,18982105,望牛墩供电分局,站房接地刀闸,万江F10广场线,9994649,0
7057,18982103,望牛墩供电分局,站房电缆头,万江F10广场线,9994651,9994654
7055,18982101,望牛墩供电分局,站房电缆头,万江F10广场线,9994650,0
7056,18982102,望牛墩供电分局,站房电缆头,万江F10广场线,10002037,9994649
7048,18978894,望牛墩供电分局,站房接地刀闸,万江F10广场线,9992959,0
7040,18978886,望牛墩供电分局,10kV开关,万江F10广场线,9993661,9992959
7041,18978887,望牛墩供电分局,10kV开关,万江F10广场线,9993677,9992960
7039,18978885,望牛墩供电分局,10kV开关,万江F10广场线,9993645,9992958
3394,11981553,望牛墩供电分局,10kV开关,万江F10广场线,10000494,8206416
3393,11981552,望牛墩供电分局,10kV开关,万江F10广场线,8206416,8206418
7042,18978888,望牛墩供电分局,站房电缆头,万江F10广场线,9992958,9992961
7046,18978892,望牛墩供电分局,站房接地刀闸,万江F10广场线,9992957,0
7047,18978893,望牛墩供电分局,站房接地刀闸,万江F10广场线,9992958,0
7045,18978891,望牛墩供电分局,站房电缆头,万江F10广场线,9992960,9992963
7043,18978889,望牛墩供电分局,站房电缆头,万江F10广场线,10001229,9992957
7044,18978890,望牛墩供电分局,站房电缆头,万江F10广场线,9992959,0
7060,18982106,望牛墩供电分局,站房接地刀闸,万江F10广场线,9994650,0
7097,11995440,望牛墩供电分局,变压器,万江F10广场线,8979386,0
7098,11995502,望牛墩供电分局,变压器,万江F10广场线,8979392,0
7096,11995228,望牛墩供电分局,变压器,万江F10广场线,8979380,9338843
11493,25483602,望牛墩供电分局,站房引线,万江F10广场线,11335426,11458983
7095,11995100,望牛墩供电分局,变压器,万江F10广场线,8979371,9338849
7099,11996093,望牛墩供电分局,站房接地刀闸,万江F10广场线,8979344,0
7117,11996065,望牛墩供电分局,站房接地刀闸,万江F10广场线,8979287,0
7118,11996080,望牛墩供电分局,站房接地刀闸,万江F10广场线,8979293,0
7116,11996045,望牛墩供电分局,站房接地刀闸,万江F10广场线,8979284,0
7100,11996130,望牛墩供电分局,站房接地刀闸,万江F10广场线,8979341,0
7115,11996021,望牛墩供电分局,站房接地刀闸,万江F10广场线,8979274,0
7094,11991226,望牛墩供电分局,站房电缆头,万江F10广场线,8979346,8979360
7086,11995728,望牛墩供电分局,站房母线,万江F10广场线,8979335,8979335
7087,11994609,望牛墩供电分局,10kV开关,万江F10广场线,9146351,8979344
7074,18981219,望牛墩供电分局,站房引线,万江F10广场线,9994275,9994383
7072,18980150,望牛墩供电分局,站房引线,万江F10广场线,9993633,9993637
7073,18980160,望牛墩供电分局,站房引线,万江F10广场线,9993637,9993645
7088,11994643,望牛墩供电分局,10kV开关,万江F10广场线,9146352,8979341
7092,11991220,望牛墩供电分局,站房电缆头,万江F10广场线,8979383,8979386
7093,11991222,望牛墩供电分局,站房电缆头,万江F10广场线,8979349,8979356
7091,11991198,望牛墩供电分局,站房电缆头,万江F10广场线,8979377,8979380
7089,11991179,望牛墩供电分局,站房电缆头,万江F10广场线,8979367,8979371
7090,11991180,望牛墩供电分局,站房电缆头,万江F10广场线,8979388,8979392
6886,18982651,望牛墩供电分局,站房母线,万江F10广场线,9996718,9996718
6877,18981216,望牛墩供电分局,站房引线,万江F10广场线,9994275,9994295
3423,11985515,望牛墩供电分局,10kV电缆,万江F10广场线,8206479,8206481
6912,18982596,望牛墩供电分局,站房引线,万江F10广场线,9995635,9995645
2933,11975027,望牛墩供电分局,10kV电缆,万江F10广场线,9995710,8064242
6876,18981206,望牛墩供电分局,站房引线,万江F10广场线,9994275,9994283
3420,11984907,望牛墩供电分局,站房接地刀闸,万江F10广场线,8206465,0
3419,11984896,望牛墩供电分局,站房电缆头,万江F10广场线,8206481,8625129
3421,11984909,望牛墩供电分局,站房接地刀闸,万江F10广场线,8206476,0
6875,18981197,望牛墩供电分局,站房引线,万江F10广场线,9997863,9994275
3422,11984910,望牛墩供电分局,站房接地刀闸,万江F10广场线,8206471,0
6911,18987795,望牛墩供电分局,10kV电缆,万江F10广场线,9992963,9994265
6890,18982657,望牛墩供电分局,10kV开关,万江F10广场线,9996731,9995708
6891,18982658,望牛墩供电分局,站房电缆头,万江F10广场线,9995706,11458988
6889,18982656,望牛墩供电分局,10kV开关,万江F10广场线,9996727,9995707
6887,18982654,望牛墩供电分局,10kV开关,万江F10广场线,9995705,9996715
6888,18982655,望牛墩供电分局,10kV开关,万江F10广场线,9997054,9995706
6892,18982660,望牛墩供电分局,站房电缆头,万江F10广场线,10001722,9995705
6896,18982664,望牛墩供电分局,站房接地刀闸,万江F10广场线,9995706,0
6897,18982665,望牛墩供电分局,站房接地刀闸,万江F10广场线,9995707,0
6895,18982663,望牛墩供电分局,站房接地刀闸,万江F10广场线,9995705,0
6893,18982661,望牛墩供电分局,站房电缆头,万江F10广场线,9995707,9995710
6894,18982662,望牛墩供电分局,站房电缆头,万江F10广场线,9995708,0
3418,11984895,望牛墩供电分局,站房电缆头,万江F10广场线,8206476,8206479
6937,18989720,望牛墩供电分局,10kV电缆,万江F10广场线,9994655,10003284
2932,11974943,望牛墩供电分局,站房电缆头,万江F10广场线,8064242,8224333
6936,18991218,望牛墩供电分局,10kV电缆中间接头,万江F10广场线,0,0
6916,18984267,望牛墩供电分局,站房接地刀闸,万江F10广场线,9997502,0
6917,18984268,望牛墩供电分局,站房接地刀闸,万江F10广场线,9997503,0
3396,11981555,望牛墩供电分局,避雷器,万江F10广场线,8206420,0
7037,18978883,望牛墩供电分局,站房母线,万江F10广场线,9993637,9993637
7038,18978884,望牛墩供电分局,10kV开关,万江F10广场线,9992957,9993633
6796,18988110,望牛墩供电分局,10kV电缆终端头,万江F10广场线,10001925,10001927
3395,11981554,望牛墩供电分局,变压器,万江F10广场线,8206418,9347038
6996,18989392,望牛墩供电分局,10kV导线,万江F10广场线,10002995,10003008
6915,18984266,望牛墩供电分局,站房接地刀闸,万江F10广场线,9997501,0
29,12610059,望牛墩供电分局,10kV电缆,万江F10广场线,8224333,8214902
3414,11984885,望牛墩供电分局,10kV开关,万江F10广场线,8206465,9145874
3415,11984886,望牛墩供电分局,10kV开关,万江F10广场线,9145875,8206476
3417,11984890,望牛墩供电分局,站房电缆头,万江F10广场线,8206471,0
3416,11984888,望牛墩供电分局,站房电缆头,万江F10广场线,10001118,8206465
3411,11984882,望牛墩供电分局,10kV开关,万江F10广场线,9145873,8206471
3399,11981960,望牛墩供电分局,10kV导线,万江F10广场线,8206418,8206420
6914,18982597,望牛墩供电分局,站房引线,万江F10广场线,9995635,9995652
6795,18988083,望牛墩供电分局,10kV电缆,万江F10广场线,9993856,10001925
3410,11984881,望牛墩供电分局,站房母线,万江F10广场线,8206468,8206468
3408,11981162,望牛墩供电分局,10kV导线,万江F10广场线,9999972,10000490
7119,11994334,望牛墩供电分局,计量柜,万江F10广场线,8979331,8979335
3508,11990512,望牛墩供电分局,高压表,万江F10广场线,8206600,8206601
3509,11990554,望牛墩供电分局,10kV开关,万江F10广场线,8206602,8206603
3475,11994991,望牛墩供电分局,10kV电缆,万江F10广场线,8979360,8979388
3507,11990474,望牛墩供电分局,10kV导线,万江F10广场线,10002588,8206600
3511,11990556,望牛墩供电分局,变压器,万江F10广场线,8206603,0
7617,16490541,望牛墩供电分局,站房引线,万江F10广场线,8206468,9145873
11582,25485517,望牛墩供电分局,站房电缆头,万江F10广场线,11335561,11335562
3510,11990555,望牛墩供电分局,10kV开关,万江F10广场线,8206601,8206602
3455,11987005,望牛墩供电分局,10kV导线,万江F10广场线,8206506,8206507
3470,11994742,望牛墩供电分局,高压表,万江F10广场线,8979344,8979349
3453,11986834,望牛墩供电分局,10kV导线,万江F10广场线,10002202,8206503
3454,11986863,望牛墩供电分局,高压表,万江F10广场线,8206503,8206504
3473,11994954,望牛墩供电分局,10kV电缆,万江F10广场线,8979298,8979377
3474,11994970,望牛墩供电分局,10kV电缆,万江F10广场线,8979356,8979383
3471,11994762,望牛墩供电分局,高压表,万江F10广场线,8979341,8979346
3472,11994932,望牛墩供电分局,10kV电缆,万江F10广场线,8979290,8979367
7618,16490542,望牛墩供电分局,站房引线,万江F10广场线,8206468,9145874
7619,16490543,望牛墩供电分局,站房引线,万江F10广场线,8206468,9145875
3290,11987456,望牛墩供电分局,变压器,万江F10广场线,7883277,10392660
7769,16490843,望牛墩供电分局,站房引线,万江F10广场线,8979279,9146175
3291,11987457,望牛墩供电分局,避雷器,万江F10广场线,8148278,0
7632,16491020,望牛墩供电分局,站房引线,万江F10广场线,8979335,9146352
7631,16491019,望牛墩供电分局,站房引线,万江F10广场线,8979335,9146351
3300,11987529,望牛墩供电分局,10kV导线,万江F10广场线,10001501,8148274
3575,11990683,望牛墩供电分局,10kV开关,万江F10广场线,8206634,8206635
3576,11990684,望牛墩供电分局,10kV开关,万江F10广场线,8206631,8206634
3573,11990557,望牛墩供电分局,避雷器,万江F10广场线,8206605,0
3574,11990631,望牛墩供电分局,10kV导线,万江F10广场线,8206603,8206605
3579,11990731,望牛墩供电分局,10kV导线,万江F10广场线,10003008,8206631
3580,11990786,望牛墩供电分局,10kV导线,万江F10广场线,8206635,8206637
3577,11990685,望牛墩供电分局,变压器,万江F10广场线,8206635,8488113
3578,11990686,望牛墩供电分局,避雷器,万江F10广场线,8206637,0
7126,11994514,望牛墩供电分局,10kV开关,万江F10广场线,9146178,8979293
7131,11991246,望牛墩供电分局,站房电缆头,万江F10广场线,8979284,0
7125,11994469,望牛墩供电分局,10kV开关,万江F10广场线,9146177,8979287
7123,11991251,望牛墩供电分局,10kV开关,万江F10广场线,8979274,9146175
7124,11991266,望牛墩供电分局,10kV开关,万江F10广场线,9146176,8979284
7128,11991227,望牛墩供电分局,站房电缆头,万江F10广场线,8979293,8979298
7129,11991244,望牛墩供电分局,站房电缆头,万江F10广场线,8979319,8979331
7770,16490844,望牛墩供电分局,站房引线,万江F10广场线,8979279,9146176
7127,11991225,望牛墩供电分局,站房电缆头,万江F10广场线,8979287,8979290
7130,11991245,望牛墩供电分局,站房电缆头,万江F10广场线,8979271,8979274
3450,11986802,望牛墩供电分局,10kV开关,万江F10广场线,8206504,8229459
3449,11986799,望牛墩供电分局,10kV开关,万江F10广场线,8229459,8206506
3451,11986804,望牛墩供电分局,变压器,万江F10广场线,8206506,0
3452,11986809,望牛墩供电分局,避雷器,万江F10广场线,8206507,0
7132,14434410,望牛墩供电分局,站房电缆头,万江F10广场线,8979304,8979318
7121,11991259,望牛墩供电分局,站房母线,万江F10广场线,8979279,8979279
7122,14434307,望牛墩供电分局,站房引线,万江F10广场线,8979279,8979304
7771,16490845,望牛墩供电分局,站房引线,万江F10广场线,8979279,9146177
7120,11991284,望牛墩供电分局,10kV电缆,万江F10广场线,8979318,8979319
6645,13398633,万江供电分局,10kV电缆,万江F11新村线,8532797,10044197
6650,13399631,万江供电分局,10kV导线,万江F11新村线,8533521,8533542
6644,13398512,万江供电分局,10kV电缆终端头,万江F11新村线,11679463,8532718
6576,13396219,万江供电分局,10kV电缆终端头,万江F11新村线,11679430,8528453
6648,13397253,万江供电分局,变压器,万江F11新村线,10141349,0
6649,13399611,万江供电分局,10kV导线,万江F11新村线,8533521,10535897
6647,13397252,万江供电分局,变压器,万江F11新村线,10141341,0
6646,13398650,万江供电分局,10kV导线,万江F11新村线,8532814,8533109
6575,13396216,万江供电分局,10kV导线,万江F11新村线,8528436,11679429
6585,13398670,万江供电分局,10kV导线,万江F11新村线,8532814,11679466
6584,13398382,万江供电分局,10kV电缆终端头,万江F11新村线,11679461,11430094
6639,13398477,万江供电分局,10kV导线,万江F11新村线,8532708,8532814
6638,13397246,万江供电分局,10kV开关,万江F11新村线,10141344,10141341
6767,13397002,万江供电分局,10kV电缆终端头,万江F11新村线,8530800,8530808
6586,13398677,万江供电分局,10kV导线,万江F11新村线,8532814,11679469
